path	artist_name	artist_location
Y/B/Y/TRYBYBM128F4272072	Lunik	Switzerland
F/B/M/TRFBMLR128F427219B	Satyricon	Oslo, Norway
L/J/C/TRLJCEH12903CBEBCD	the bird and the bee	Los Angeles, CA
Y/D/T/TRYDTDV128F14A2313	The Brecon Brothers	
I/P/B/TRIPBSG128F4242DD8	Zen Café	
Z/C/X/TRZCXFS128F42AFC91	The Beautiful South	Hull, England
M/T/Q/TRMTQJW128F1491202	Lighthouse Family	Newcastle, England
O/A/Q/TROAQBZ128F9326213	OneRepublic	
M/D/L/TRMDLUK128F92FEB9F	Marconi Union	
D/F/N/TRDFNIE128F429357F	Chromatics	
N/B/T/TRNBTVO128F426F4B7	Michael Bublé	British Columbia
L/M/H/TRLMHJL12903CC6D50	Karizma featuring DJ Spen	Split, Jugoslavija
N/K/E/TRNKEUD128F1460F2E	Paul Mauriat	Marseille, France
O/K/E/TROKERH128F92E587A	Alizée	
S/M/X/TRSMXAB128E078F394	Eminem	St. Joseph, MO
H/U/J/TRHUJPG128F932A686	Freddie Jackson	Harlem, New York City, NY
D/O/Q/TRDOQOV128F428C6FA	Lionel Richie	Beverly Hills, CA
L/L/W/TRLLWWO128F93428D5	Manfred Mann's Earth Band	
Y/Z/X/TRYZXKY128F92EF2EA	Sebastian Brandt	
X/F/Z/TRXFZTJ128F9307797	The All-American Rejects	Stillwater, OK
J/E/P/TRJEPES128F92C577B	Stone Temple Pilots	
E/A/B/TREABEH128F4236B28	Big B	Texas
Z/M/Y/TRZMYAC128F934C07C	Jose Galisteo	
V/H/P/TRVHPDQ128F4292171	Led Zeppelin	England
G/P/I/TRGPITC128F932CA66	Yves Larock / Steve Edwards	
P/C/F/TRPCFEK128F92FF278	The Mabels	
R/T/F/TRRTFET128E0788AFF	The Motels	Berkeley, CA
I/J/A/TRIJAZO128F92F36C9	Duran Duran	Birmingham, England
A/N/P/TRANPYU128F9300418	Hertz	
Q/H/A/TRQHAEM128F92DEDCB	Test Your Reflex	Thousand Oaks, CA
H/I/I/TRHIICN128F4215008	Marta Sanchez	
C/P/S/TRCPSTQ128F42996EA	Blue System	
F/W/J/TRFWJKW12903CBF240	Lila Mccann	Steilacoom, WA
U/U/R/TRUURXI128F1494970	Subsonica	Torino
Y/K/C/TRYKCSC128EF34C41E	Greg Keelor	CANADA - Ontario
O/Q/D/TROQDET128F42B8075	Teena Marie / Smokey Robinson	Santa Monica, CA
K/Q/D/TRKQDJD128F931EF8B	Brenda Fassie	Langa, Cape Town, South Africa
V/X/V/TRVXVEB128F426CBFA	Andres Calamaro	
N/O/M/TRNOMBL128F423CF05	Fatal Bazooka	France
B/B/E/TRBBELW128F92DFDF0	Eros Ramazzotti & Anastacia	
E/Y/C/TREYCSB128F933BCAE	Sheep on Drugs	
W/N/Z/TRWNZEN128F930CE87	Frank Mhunz	
S/I/D/TRSIDCT128F4227EDF	Billy Thorpe	England
U/Z/A/TRUZAVF12903CB24FC	Okay	Maryland
W/D/O/TRWDOBJ128F935A18E	Åge Aleksandersen	
E/I/S/TREISJY128F428C9A7	Uniting Nations	
H/Q/R/TRHQRWY128F148D7CA	Vanessa Carlton	
P/X/E/TRPXELG128F42A1E53	Cómplices	ES
U/N/J/TRUNJID128E0791762	The Mavericks / Raul Malo / Trisha Yearwood	Miami, Florida
E/B/L/TREBLJK128F4237A72	Talking Heads	
Z/T/K/TRZTKUD128F933A36E	GROVER WASHINGTON_ JR.	Buffalo, NY
G/N/K/TRGNKVY12903CA0892	Kid Sister	Chicago IL
S/G/F/TRSGFWF128F9358C64	Melanie Fiona	
U/H/G/TRUHGMX128F9356EAB	Fire	
T/P/F/TRTPFSS128F4263172	Amy Winehouse	London
S/C/K/TRSCKWK128F1492C7D	Amon Tobin	Brazil
Z/A/C/TRZACKF128F4295AD2	Pierre Deutschmann	
L/A/U/TRLAUTX128E07993D2	Utada	BROOKLYN, New York
J/T/P/TRJTPAH128F42544D6	The Conscious Daughters	Oakland, CA
Z/E/Z/TRZEZST128F42A1E7B	Kelly Clarkson	
U/O/Y/TRUOYWW128F42AABFD	Moonbootica	
X/M/J/TRXMJEE128F424D433	Katra	Finnland
Q/M/D/TRQMDYB128F93211BB	Juha Tapio	
L/V/S/TRLVSNR128F428F775	Crystal Gayle	Paintsville, KY
H/V/Y/TRHVYES128F92D67B2	Amos Lee	Philadelphia, PA
B/O/S/TRBOSST128F9331BF6	Kneedeep feat. Sharlene Hector	
J/I/N/TRJINWI128F427DDF0	Mathilde Santing	
N/M/O/TRNMOVT128EF3405B6	Elis Regina / Antonio Carlos Jobim	Rio de Janeiro, Brazil
K/D/P/TRKDPVX128F421DEC4	Rupaul	
J/A/A/TRJAAZD12903CF1B3B	Rotting Christ	Athens, Greece
A/Q/G/TRAQGMY128F425A2F5	Annie Lennox	Aberdeen
P/F/K/TRPFKAJ128F425E71A	Axe	Tyneside, England
V/Q/A/TRVQADV128F92F37EF	Third Day	Atlanta, GA
X/X/U/TRXXUAF128F92D3831	Glashaus	Germany
L/V/F/TRLVFLP128F92F7089	Lady GaGa	New York City
A/H/Q/TRAHQST128F425CBE6	Chloe Agnew	
D/O/H/TRDOHCJ128F425AC87	Aneta Langerova	
C/A/X/TRCAXHO12903CBF56D	Dr. Dre ft. DJ Yella	Los Angeles, CA
L/D/Z/TRLDZUL128F92F6D70	Frank Ifield	Coventry, England
L/R/X/TRLRXCK12903D0516C	Alexandra Burke	
J/K/Q/TRJKQOJ128F1470918	Orson	London, England
V/N/P/TRVNPEV12903D0FB2B	Akustikrausch	GERMANY
N/U/R/TRNURHY12903CF6FA7	Abigail Washburn	
I/L/J/TRILJOZ128F932285D	Manuel Le Saux & Astuni present Elexis	
Q/Q/H/TRQQHVO12903C95CC1	Rush Of Fools	
A/K/G/TRAKGSR128F42BAEB9	Tokio Hotel	Magdeburg, Germany
A/D/D/TRADDXS12903CEDB38	Rihanna	St Michael, Barbados 
J/A/K/TRJAKBS12903CF95AD	The Lovemakers	Oakland, CA
P/R/A/TRPRAJX12903CDBA4E	Max Steiner	Vienna, Austria
A/P/R/TRAPRWQ128F92E9CCD	Jeanne Pruett	Pell City, AL
O/H/H/TROHHFF12903CC6E0D	Yeah Yeah Yeahs	New York, NY
N/B/X/TRNBXRS128F4222D21	Conjunto Dominicano	
V/F/K/TRVFKFN128F42B851B	Christina Aguilera	
A/X/C/TRAXCDU128F9311F53	le Shuuk	
O/L/M/TROLMHN128F424862F	Vitamin String Quartet	Los Angeles, ca
Y/C/T/TRYCTWD128F427D305	Ewa Farna	
N/Y/G/TRNYGYB12903CB8A27	Ron Trent_ Chez Damier	
N/M/P/TRNMPSX128F1472309	I'm From Barcelona	Jonkoping, Sweden
I/H/Q/TRIHQMX12903CA596F	Late Night Alumni	Salt Lake City/San Francisco
N/R/H/TRNRHQD128F427E465	Tears For Fears	Bath, Somerset, England
R/Q/X/TRRQXOZ128E07860F8	Kaiser Chiefs	Leeds, England
A/S/H/TRASHSN12903CA9E34	Alicia Keys	Harlem, New York
C/P/R/TRCPRSQ128F426B2AD	PRIMAL FEAR	Germany
G/C/B/TRGCBFD128F425CC2E	Rex Gildo	
O/R/C/TRORCOB128F92FB26D	EVERMORE	Melbourne, Australia 
C/U/N/TRCUNTM128F4292D83	Hella Donna	
S/Y/O/TRSYOHO128F4299957	Edvin Marton	
C/Z/O/TRCZOZY128F14794C7	Macaco	
X/N/M/TRXNMJG12903CADF4C	Detroit Grand Pubahs	Detroit, MI
W/R/M/TRWRMTE128F42955FD	Stellar Kart	
V/L/X/TRVLXSJ12903CF864A	Guru Josh Project	UK
I/T/K/TRITKAK12903CF81FD	Emarosa	
O/V/M/TROVMDM128E0791C79	Enrique Iglesias	Madrid, Spain
A/T/P/TRATPOT12903CA4632	Tigran Oganezov	
I/J/H/TRIJHNK128F92EC21A	Rihanna / Jay-Z	AU
M/T/Z/TRMTZCM12903CA8D43	Polaris	Texas
M/B/R/TRMBREM128F92F6549	Masterblaster	
E/W/G/TREWGFV128F92DD875	Lian Ross	
P/O/U/TRPOUQP128F92FA103	Crosby & Nash	USA
U/U/W/TRUUWDM128F92E3509	Piero Esteriore	
Y/L/E/TRYLEML128F426071C	Cher	Nebraska
Q/P/J/TRQPJFF128F9343897	Rufus Wainwright	Rhinebeck, NY
W/C/J/TRWCJTQ128F92DEFB3	Bad Manners	UK
X/Y/M/TRXYMBG128F4227241	Archie Roach	
U/S/O/TRUSODM12903CA9BC7	Gianna Nannini	Italy
E/A/N/TREANWX12903CD6A82	A-Ha	Oslo, Norway
D/D/J/TRDDJAH128F930C4DB	Jamiroquai	London, England
Y/W/J/TRYWJBC128F92FA09B	Europa 51	
I/J/G/TRIJGUQ128F42386B2	Drafi Deutscher	DE
J/H/D/TRJHDVL128F93018AA	Demon Hunter	Seattle, WA
C/N/V/TRCNVUE128F423974F	Amy MacDonald	
K/Q/M/TRKQMUC128F93030E8	Sunstorm	
S/W/P/TRSWPXQ128F42802AC	Pascal Obispo	
U/G/G/TRUGGCW128F4260CEF	The Aliens	Edinburgh, Scotland
D/F/T/TRDFTZW128F423A990	Kapasiteettiyksikkö feat. Trilogia & Eeva Vilkkumaa	
O/O/I/TROOIBI128F42AF702	Jani Wickholm	
K/W/U/TRKWUEG128F424C4CA	Illapu	
K/D/F/TRKDFZL128F92FD2DB	Yelle	
N/D/A/TRNDAMG128F428298E	Dino	Encino, CA
K/M/O/TRKMOIH12903CF5E52	Tom Cloud	Illinois
P/Q/G/TRPQGLE128F4284A0D	Amilcar	Florida
Y/W/H/TRYWHIF128F4258B7E	Speedstar	
S/Q/K/TRSQKXG128F42BB6C3	Victoria	New Jersey
S/S/O/TRSSOPU128F427B48B	The Motels	Berkeley, CA
U/V/B/TRUVBEG128F92F0B48	Josh Groban	
W/X/D/TRWXDJH128F4280AF7	Chris Isaak	Stockton, California
C/P/T/TRCPTQP128F423A80E	Andres Calamaro	
O/E/Z/TROEZGC128F429A58B	Rondò Veneziano	
P/R/P/TRPRPXS128E078D012	John Michael Montgomery	Danville, KY
I/A/B/TRIABNL128F146397D	Free	London, England
A/N/A/TRANAIE128F146E588	Milk Inc.	
P/K/Z/TRPKZGZ128F4299118	The Classics IV	Jacksonville, FL
X/A/W/TRXAWOI128F932A179	Eagles	Los Angeles, California
Y/U/F/TRYUFKB128F429271E	Patricia Manterola	
V/T/S/TRVTSWO128F932D868	Kidz Bop Kids	
V/D/A/TRVDAHO128F92F231E	Katy Perry	Los Angeles, CA
X/F/V/TRXFVYE128F931D809	Lena Philipsson	Vetlanda, Sweden
Y/Q/O/TRYQOHG128F427815F	Oliver Onions	
X/J/J/TRXJJCP128F4264072	Richard Grey	
B/S/W/TRBSWXU128F4259BEC	Astarte	Athens, Greece
R/Y/A/TRRYAIP128F9336A95	Mariette Hansson	
O/C/L/TROCLAV128E0785A42	Michael Bublé	British Columbia
K/F/Y/TRKFYDH128F422F351	Between The Buried And Me	Charlotte, NC
M/V/Y/TRMVYDB12903CB0D9B	Sugarloaf	Denver, CO
W/Z/I/TRWZINX128F14552A6	Mariah Carey	New York, New York
L/J/H/TRLJHIE128F42850C7	Ronnie Milsap	Robbinsville, NC
G/C/M/TRGCMRG12903CC4DFF	Carlene Carter	Nashville, TN
Q/V/V/TRQVVAD128F1495BA3	Johnny Gill	COLUMBIA, Maryland
S/I/A/TRSIANH128F92C90D6	Dora The Explorer	
G/H/S/TRGHSAR128F147EF22	Dieter Thomas Kuhn & Band	
X/Q/Z/TRXQZSI128F92CDB01	Eli Young Band	Denton, TX
J/B/A/TRJBABX12903CCEA73	Lionel Rogg	Geneva, Switzerland
L/D/B/TRLDBKP128F42AFD8F	Soul Asylum	Minneapolis, MN
D/U/O/TRDUONO128F14B0251	Lloyd	
R/N/B/TRRNBJE12903CE6A76	Demi Lovato	
A/W/B/TRAWBDP128F935262A	Warmen	
K/D/Z/TRKDZOQ12903CBAF6C	Chipmunk Feat. Talay Riley	LDN 
E/F/D/TREFDZI128F425A8FC	Rick Astley	Newton-le-Willows, Merseyside, England
K/C/U/TRKCUGH128F429080D	Paul Carrack	Sheffield, Yorkshire, England
D/B/O/TRDBOVM128F4268BB9	Celtic Woman	Dublin, Ireland
H/U/O/TRHUOSF128E0787923	A-Ha	Oslo, Norway
C/U/K/TRCUKSV128F429FB74	Domenico Modugno	Polignano a Mare, Italy
E/I/M/TREIMYW128F93366A2	Blink-182	Poway, CA
S/B/U/TRSBURF128F427691A	Bal Sagoth	
C/H/A/TRCHAXA128E0798CBA	Simple Plan	Montreal, Quebec, Canada
U/F/M/TRUFMQN128F9306CAF	Stockhausen Waterman	
E/X/K/TREXKZZ128F4294B9B	The Shapeshifters	
D/M/E/TRDMETU128F9302AE1	Sugarplum Fairy	
P/S/D/TRPSDYX128F931DD6C	Justice Vs Simian	Luton, Bedfordshire, England
J/N/S/TRJNSBE128F92F27DB	Montefiori Cocktail	
U/E/L/TRUELME128F92CFEC9	Angel City Feat. Lara Mcallen	
H/H/Z/TRHHZLB128F93293E4	Aleks Syntek/Ana Torroja	Merida, Mexico
J/G/F/TRJGFJW128F427297E	Natiruts	
W/T/Z/TRWTZBP128F92F4C9B	D-12	Detroit, MI
D/K/J/TRDKJZL128F93188C6	Paper Route	Nashville, TN
E/X/D/TREXDTF12903CA528F	Carrie Underwood	Checotah, OK
D/S/V/TRDSVSV128F933D69A	Miquel Brown	
M/K/Y/TRMKYUC12903D0F58F	N-Dubz / Mr Hudson	UK
A/Y/W/TRAYWXP128F4244520	Nek	Sassuolo, Italy
G/I/W/TRGIWDG128F93608F6	Phil Collins	Chiswick, London, England
A/I/F/TRAIFHX128F429A87C	Michelle McManus	Scotland
D/H/Q/TRDHQDR12903D0A4D7	Sam Hell	Melbourne, Austrailia
L/K/X/TRLKXSU128F42AC95F	M83	Antibes, France
J/R/X/TRJRXYJ128F4281C99	The Strokes	NY
L/F/C/TRLFCUS128F933B4A9	Mambo Chillum	
Y/H/W/TRYHWPP128F92EF6F2	Ashley Tisdale	
L/J/K/TRLJKNY128F42A478D	N Sync	
C/G/G/TRCGGTH128F42A44CD	Alex Baroni	
N/S/P/TRNSPQE128F92EF7ED	Il Divo	London, England
X/V/Q/TRXVQHB128F92C259D	Ray Quinn	Merseyside, England
G/S/Q/TRGSQXL128F14A6B27	Candie Hank	
K/T/M/TRKTMAP128F933C632	The Glorious Unseen	
I/I/T/TRIITGG128F42941E8	Lordi	Finland
E/T/D/TRETDAL128F9307641	Jaguares	
O/T/S/TROTSBD128E078ED75	Eminem / Dina Rae	St. Joseph, MO
S/R/S/TRSRSPM128F4226D9E	Llorca	
Y/O/P/TRYOPMY128F1475879	Depeche Mode	Basildon, England
J/X/U/TRJXUAU128F4236B0E	Bob Rivers	
M/E/B/TRMEBYQ128F932FEFF	Britney Spears	Kentwood, LA; Los Angeles, CA
C/N/M/TRCNMLL128F4266800	Edson Gomes	
R/V/V/TRRVVGE12903CA1808	Heroes & Zeros	Lillesand
O/G/K/TROGKEY128F428113F	Brenda K. Starr	New York, NY [Manhattan]
M/Q/A/TRMQAIL128F92E9A27	RUN-DMC	
B/U/G/TRBUGYZ128F42AEB9A	Deejay Goldfinger	
O/R/A/TRORAXC128F147C8EB	Zolof The Rock & Roll Destroyer	Philadelphia, PA
K/E/C/TRKECHT128F93069D2	Katie Melua	Georgia
V/W/U/TRVWUME128F92F23A5	Menno de Jong	
H/V/J/TRHVJHY128F1462BD3	American Hi-Fi	Boston
C/I/N/TRCINFH128F92D3CCF	Keane	East Battle, Sussex, England
O/B/G/TROBGKH128F9307B50	Fanfarlo	London
D/T/B/TRDTBSN128F9326267	Deepgroove	
M/R/N/TRMRNAS128F9343251	R. Kelly	Chicago, IL
D/K/S/TRDKSKE128F930A28A	Bobby Brown	Boston, MA
G/G/U/TRGGUTI128F42ADE2C	Irini Merkouri	
Y/Y/H/TRYYHEN128F9333658	Charon	
R/P/A/TRRPAAI128F9309303	Timoria	IT
X/Y/M/TRXYMOR128E07913E2	Sean Paul	Jamaica
S/H/B/TRSHBLM128F42760F0	Fettes Brot	
G/D/W/TRGDWSA128F1455B75	Afro Celt Sound System	
C/J/J/TRCJJYS128F93053E8	Halestorm	PA
B/L/B/TRBLBRO128F9347B63	Argos	
S/H/X/TRSHXXB12903CCD5B1	Paul Brandt	
I/B/S/TRIBSMT128F92E3D84	John Legend featuring Andre 3000	Springfield, OH
C/J/A/TRCJABE128F932FB3F	Middle Of The Road	
B/O/H/TRBOHZI128F92F02BE	Stereophonics	Cwmaman, South Wales
V/T/F/TRVTFRL12903CB63D2	Pelle Carlberg	Sweden
P/T/V/TRPTVIZ128F932AA42	Natassa Theodoridou	
E/U/B/TREUBNG128F1469EC4	911	Florida
L/A/Z/TRLAZNT12903CAB0A9	Obk	
X/Z/A/TRXZAPP128E0785977	Guster	West Somerville, Massachusetts
W/E/E/TRWEEDE128F427C209	Béla Fleck	
V/D/T/TRVDTHT128F92E3893	Ray Conniff	Attleboro, MA
K/C/L/TRKCLBN128F42A6D3A	Lexy & K-Paul Feat. Dorian E	
A/P/Q/TRAPQZW128F92EF963	Arnej	Toronto
S/Q/Z/TRSQZLH12903CA951B	Natalie Gauci	
L/H/Z/TRLHZMF128F425A9A2	Kaskade	Los Angeles CA
A/Y/O/TRAYOQA128F42373C0	Vanessa Williams	
M/B/V/TRMBVPT128F92C99A1	Butch & Amir	
L/O/K/TRLOKDV128F1464711	J. Peter Robinson	
V/P/Z/TRVPZEF128F421C5D5	Jules Shear	Pittsburgh, PA
W/Q/Z/TRWQZYV128F149085E	Skillet	Memphis, TN
C/P/Q/TRCPQLA128F92EB229	Christina Aguilera	
M/A/D/TRMADIO128F1497545	Bon Jovi	Sayreville, NJ
Q/Q/Q/TRQQQIA128F92EB222	G4	Louisiana
H/M/F/TRHMFUO128F4262BBF	Neil Diamond	Brooklyn, NY
H/E/K/TRHEKXX128F42AC38A	Across The Universe	
C/U/W/TRCUWBP12903CEF676	Tish Hinojosa	San Antonio, TX
C/U/S/TRCUSRA128F931313F	Aaron Shust	
D/V/W/TRDVWAK128F146356F	Myleene Klass	
U/Q/C/TRUQCHZ12903D07422	Eminem	St. Joseph, MO
B/H/N/TRBHNMB128F9342663	The Boxmasters	
E/H/J/TREHJZB128F4284733	Elliot Minor	
B/O/B/TRBOBHQ12903CD3187	Port O'Brien	California
B/C/X/TRBCXOE12903CE0961	Diamond Rio	
Z/Y/D/TRZYDYK128E078B5FB	The Beloved	Cambridge, England
P/W/F/TRPWFXI128F14824E7	Linkin Park	Los Angeles, CA
A/L/Q/TRALQXR128F429DD21	The Choirboys	
G/F/W/TRGFWNZ128F425E59D	Deodato	
S/F/G/TRSFGFL128F4270094	Charlotte Church	STOCKTON, California
J/M/Y/TRJMYKY128F42ACF9B	Joseph McManners	Canterbury, Kent
C/A/D/TRCADQG12903CEE65B	Fyfe Dangerfield	London UK-England
O/I/F/TROIFTG128F4275A5F	The JB's	
D/S/M/TRDSMIO128F4235537	Kari Tapio	
E/N/Y/TRENYZD12903CE75B6	Camera Obscura	Glasgow, Scotland
K/G/Q/TRKGQNB128F42AC4AF	Céline Dion	Charlemagne, Quebec, Canada
C/C/W/TRCCWWV128F93211B6	Juha Tapio	
R/D/M/TRRDMBD128F425EA75	Kery James	
O/P/N/TROPNNU128F92CC993	Fatali	
X/L/P/TRXLPBL128F428C11F	Magnus Carlsson (duett med Molly Sandén)	
M/E/M/TRMEMTI128F92E5141	The Veronicas	Brisbane, Australia
S/I/L/TRSILYV12903CE0953	Oomph!	MX
G/A/B/TRGABOH128F14A46D8	Celtic Woman	Dublin, Ireland
A/L/Q/TRALQAL12903CB1405	Pignoise	Madrid, España 
S/L/H/TRSLHRK128F42A1751	No Mercy	North Carolina
Y/R/P/TRYRPFS12903CD2E65	Ronnie Laws	Houston, TX
B/K/G/TRBKGAT128F92D7B52	Thomas Bronzwaer	
D/O/B/TRDOBKN128F9332EE9	Angel City	
E/J/O/TREJOMJ128F9336E6C	Jet Black Stare	
D/W/X/TRDWXKM128F92EB150	Paulo Gonzo	
Y/I/V/TRYIVVX128F4299122	J. Karjalainen & Mustat Lasit	
U/W/X/TRUWXFD128F9302BEA	Juanes	Medellin, Colombia
H/Z/B/TRHZBZV128F9338306	KLM Music Feat. Coco Star	
W/C/A/TRWCAOU128F92F7180	Alex Neri & Federico Locchi	
A/S/N/TRASNFF12903CCE9F4	Cliff Richard & The Shadows	
X/A/I/TRXAIYQ128F426AEC4	Gel Abril	
G/S/D/TRGSDLO128F146E5BA	Michelle Branch	Flagstaff, AZ
K/K/V/TRKKVLJ128F933434D	MPHO	
U/D/G/TRUDGUB128F14A9D8A	Peter Schilling	Stuttgart, Germany
M/R/R/TRMRRHU12903D14097	Young Parisians	
Y/I/Q/TRYIQBD128F42AD59E	Angie Stone	
S/I/D/TRSIDNZ128F4290C7F	Moongarden	
X/I/G/TRXIGRM128F4292250	Gemelli Diversi	
V/N/V/TRVNVKT128F931EDEC	Jimmy Needham	Houston, Texas
A/Z/Q/TRAZQJC128F9353DA3	50 Cent / Mobb Deep	Queens, NY
J/X/D/TRJXDFA128F931B2D0	The Monitors	Detroit, MI
K/S/C/TRKSCYY12903D0A3AE	New Young Pony Club	London, England
V/K/P/TRVKPTL128E078A9B6	Bananarama	London, England
N/N/M/TRNNMSA128F4292665	Ofra Haza	ISRAEL
J/U/G/TRJUGID128F92E0068	Darude	
I/M/J/TRIMJAQ128F92EC50D	George Winston;Michael Gordon	Michigan
Y/W/X/TRYWXBW12903CD4ACF	The Pop Royals	
B/W/P/TRBWPJD128F92D267E	Cosmo Vitelli	
L/T/T/TRLTTBY128F92D3B4B	Aled Jones	
J/T/L/TRJTLCB128F9336E68	Jet Black Stare	
L/V/J/TRLVJOB128E078B97F	Michael Bublé	British Columbia
F/P/U/TRFPUUK128F42851B6	Kenny G featuring Richard Marx	Seattle, Washington USA
X/I/D/TRXIDNF128F92F2C26	The 411	
H/Y/T/TRHYTRX128F426EA7E	Marc van Linden	
M/R/H/TRMRHAD12903CC0130	Michael Bublé	British Columbia
N/Q/U/TRNQUIT128F428A0BD	The Bravery	New York, NY
D/N/C/TRDNCDR128F4273D13	Fredericks_ Goldman_ Jones	
Z/S/B/TRZSBRL128F4290570	Cosmic Gate	
U/B/N/TRUBNIB128F933AA7E	Sebastian Brandt	
J/M/B/TRJMBZN128F429B7B6	Garbage	Madison, WI
O/P/Z/TROPZNG128F42231EB	Motel	Washington DC
P/B/C/TRPBCPV128F9302770	Rammstein	Germany
Q/S/O/TRQSOWM128F931B88F	Dare	
M/P/O/TRMPOUL128F9303A7A	Madrugada	
E/D/B/TREDBJH128F92DFBC3	Katherine Jenkins	Neath, South Wales
L/O/M/TRLOMKL128F4295BDA	The Red Jumpsuit Apparatus	Middleburg, Florida
M/C/U/TRMCUYG128F423A0CF	The Crash	
X/M/A/TRXMACV128F421CDC1	Merle Haggard	Bakersfield, CA
R/W/K/TRRWKGD128F9313579	OceanLab	
U/Z/B/TRUZBUR128F428623D	Kotaro Oshio	
V/V/R/TRVVRFA128F425F99F	Kinlochard Ceilidh Band	NY - New York City
P/T/Z/TRPTZRI128F4290D8B	Sonique on Tomcraft	
U/D/Z/TRUDZWP12903CDF71F	Jody Wisternoff	
V/M/H/TRVMHKD128F422B6FE	Junior Jack	
N/W/Z/TRNWZRU128F92D67C6	Paul Van Dyk And Guiseppe Ottaviani	Eisenh�tadt, East Germany
K/N/R/TRKNREU128F1463CC0	Christina Milian	Jersey City, NJ
I/J/T/TRIJTYX128F9305BE4	Girl Pop Divas	
J/U/J/TRJUJCN12903D06E9F	Gil Scott-Heron	Chicago, IL
W/T/S/TRWTSFQ128F422B5C0	Arne Zank	
U/L/C/TRULCLE128F92E290F	Willy DeVille	New York, New York
H/C/N/TRHCNZI128F42B325A	Barry Manilow	Brooklyn, NY
Y/R/Y/TRYRYRO12903D098AA	Ani Lorak	
V/A/E/TRVAEDF128F92E53B7	Groove Armada	London, England
R/M/O/TRRMOAM12903CC418C	Yaga y Mackie	Puerto Rico US
T/L/E/TRTLESI128F427DA1A	TNT	New York
G/K/L/TRGKLUK12903D07A2F	Kraftwerk	D�orf, Germany
O/Y/P/TROYPUR128F92DC54D	Rapsoul	Frankfurt am Main
J/U/G/TRJUGTS128F934192B	Simple Plan	Montreal, Quebec, Canada
R/F/Y/TRRFYSU128F426B375	Dick Van Dyke;Elliot Lawrence	
G/J/Z/TRGJZWK128F92F2D4F	Dream Dance Alliance	
P/V/P/TRPVPND128F423C6BC	Seal	Paddington, London, England
M/A/V/TRMAVJU128F42693FA	Mariano Yanani	
H/K/C/TRHKCCG128F9323272	Ben Tankard	Daytona Beach, FL
N/H/S/TRNHSTF128F934B178	A*Teens	
O/Y/R/TROYRWC128F147D51C	Mickie Krause	Wettringen, Germany
L/Q/I/TRLQIBF128F42B352F	Glen Campbell And Bobbie Gentry	
O/Q/G/TROQGZP128EF343669	Supervielle	
Z/V/J/TRZVJRV128F92CEA1A	Quentin Harris featuring Jason Walker	
T/E/T/TRTETYS12903CE4EC0	Love Is All	Gothenburg, Sweden
E/Q/M/TREQMNH128F1460FB8	Cross Canadian Ragweed	Stillwater, OK
R/K/I/TRRKIXH128F42889EC	Chief Kamachi	
N/L/F/TRNLFPS128F427027E	Plump DJs	London, England
B/N/D/TRBNDMF128E0787F2A	The Polyphonic Spree	Dallas, TX
N/Y/V/TRNYVAV128F931A585	Armin van Buuren	
P/N/M/TRPNMUA12903CB637F	The Radio Dept.	Lund, Sweden
G/J/A/TRGJAMR128F9302898	Sarah Brightman	Berkhampstead, England
G/C/L/TRGCLMI128F931C116	8 Wonders	
G/L/U/TRGLUXA128F14520C0	Feeder	
T/T/G/TRTTGUI128F931BC60	Alex Ubago	Vitoria, Spain
S/H/A/TRSHAVZ12903CBF1D9	Owen Gray	Kingston, Jamaica
V/K/V/TRVKVHJ12903CF3934	Celtic Frost	Switzerland
A/E/Q/TRAEQQU128F933569D	DJ Eco	
S/D/Q/TRSDQHJ128F933A4AD	Earlimart	Los Angeles, CA
H/H/H/TRHHHKZ12903CEBA5F	Tony Christie	
E/Z/E/TREZEXY128F427FC27	System of a Down	Los Angeles, CA
A/K/N/TRAKNBC12903CCE69F	Capleton	
L/J/D/TRLJDFW128F92F9AE9	Beyoncé featuring Lil' Flip	
Q/Y/Q/TRQYQHK128F429D26C	Prince	Minneapolis, MN
G/L/V/TRGLVIT128F92F64D1	Rachael Sage	Port Chester, NY
R/T/D/TRRTDHQ12903CB63A2	The Radio Dept.	Lund, Sweden
D/K/S/TRDKSKE128F930A28A	Bobby Brown	Boston, MA
H/J/U/TRHJUKY12903CB33BA	Rally	Amsterdam Netherlands
P/Z/A/TRPZAIL128F14744B1	A-Ha	Oslo, Norway
K/L/F/TRKLFKF128F4292441	Christina Aguilera	
K/Y/F/TRKYFZJ128F42A97DC	Zehn Meter Feldweg	
G/V/X/TRGVXEC128F148ABC4	Women In Docs	AUSTRALIA - Queensland
P/G/Q/TRPGQLI128F4292BFA	Red Hot Chili Peppers	
W/Y/U/TRWYUEK128F422A7B5	Richmond Fontaine	Oregon
G/Q/B/TRGQBDW128F9317AAB	Dave Darell	
F/A/S/TRFASKO128F931BE93	Debbie Gibson	GRIFFITH, Indiana
O/B/G/TROBGJU128F424A0B3	Lustral	
A/K/L/TRAKLSB128F428DFC8	Duran Duran	Birmingham, England
M/J/V/TRMJVZV128F149DB55	The Statler Brothers	Staunton, VA
P/M/Q/TRPMQFP12903CCD25C	101 Strings Orchestra	
Z/W/J/TRZWJUP128F9303BE5	Dominic Kirwan	
X/U/G/TRXUGIO128F4257CBC	SINERGY	Helsinki, Finland
G/Z/A/TRGZAEU128E078393F	Rammstein	Germany
